Date,Close/Last,Volume,Open,High,Low
413.47,56814930,409.66,414.15,409.6,618
412.99,54025970,415.25,417.62,411.83,619
411.35,44931770,412.22,412.75,410.22,620
419.99,68665710,418.78,420.14,416.72,621
419.99,59489700,422.99,424.95,419.21,622
427.1,61694540,422.03,427.21,421.03,623
428.86,54048280,424.765,429.41,424.71,624
429.7,59289040,427.73,431.73,426.88,625
426.65,63563390,425.91,429.5,424.54,626
427.89,49023210,426.86,428.61,425.5,627
422.14,68016900,424.98,425.26,421.22,628
413.35,77695640,417.05,417.23,412.4,629
412.35,49105250,412.9,415.42,411.77,630
413.67,49177800,412.11,415.1101,411.39,631
419.51,50942250,415.24,419.56,414.09,632
405.31,103087000,419.39,419.96,405.25,633
402.63,65370810,402.2,405.84,401.1999,634
398.21,85652440,403.85,404.1,396,635
395.18,76029670,399.93,401.24,395.04,636
396.42,78740080,392.89,396.78,390.04,637
392.24,99632150,400.28,401.555,390.33,638
390.76,76637400,393.13,394.12,388.42,639
397.78,70964230,390.43,398.59,390.2,640
400.38,80821680,395.39,400.86,394.12,641
406.6,76706920,402.74,407.51,402.46,642
410.97,69256260,408.78,411.73,408.46,643
393.1,122947100,401.83,403.1,391.92,644
394.6,85023750,394.47,396.2,391.12,645
390.12,87633840,392.96,395.96,388.78,646
385.56,103084800,384.14,386.25,382.11,647
388.55,73278490,382.26,388.55,382.1784,648
384.09,77274880,385.06,386.12,381.195,649
377.39,106746600,386.11,389.31,377.38,650
374.22,89472640,376.58,378.3,373.44,651
367.95,122346900,370.58,370.62,363.29,652
364.31,92581240,366.41,370.21,363.0299,653
363.38,108294100,368.02,370.4,360.87,654
370.53,110802200,364.38,372.3,362.6,655
362.79,112952300,366.81,367.11,359.7,656
357.18,153711200,361.8,365.91,357.04,657
366.61,89756480,361.08,368.55,359.21,658
377.97,103602800,372.4,378,366.5677,659
377.09,88065670,373.39,379.46,370.95,660
373.2,82333540,375.62,378.72,372.68,661
362.79,107789500,368.97,373.2933,360.94,662
360.02,76042770,363.96,364.21,357.67,663
357.74,92482790,358.235,363.03,355.71,664
356.56,76991800,358.17,359.8179,356.3,665
365.97,147254500,349.205,367.51,348.11,666
357.63,123737000,368.55,370.26,356.96,667
366.82,93168230,364.01,367.9799,357.2808,668
371.13,97162850,375.13,375.45,367.52,669
368.5,79746860,368.99,371.85,365.55,670
365.41,88283090,368.03,372.67,364.61,671
374.29,131038400,365.12,374.8,363.54,672
378.87,85436910,375.89,380.06,373.11,673
384.92,78846350,378.79,385.25,378.671,674
382.02,104087300,381.62,387.58,381.35,675
379.98,81971760,383.07,385,379.33,676
389.02,100302000,379.87,389.52,379.68,677
386.21,96631260,386.44,388.4,385.26,678
384.52,85407600,390.14,390.39,383.29,679
374.87,126990400,383.9,388.63,374.76,680
371.01,87100120,371.465,374.2,368.79,681
376.35,103505200,377,378.87,370,682
379.95,68286950,377.71,380.57,375.53,683
382,84641060,381.11,385.12,377.72,684
374.13,78495470,379.93,381.14,373.61,685
394.69,141455800,388.05,395.04,385.642,686
398.51,93839870,395.59,399.35,393.61,687
395.12,71893170,396.66,400.1799,394.83,688
398.49,93194450,401.15,402.31,394.49,689
395.45,68508450,396.78,397.78,394.79,690
394.24,74496260,390.46,394.95,390.14,691
396.03,92922450,397.74,397.81,393.04,692
394.59,51243190,394.64,395.82,392.66,693
399.9,60429030,396.63,400.07,395.1527,694
402.42,68261630,399.55,402.93,399.31,695
402.33,30545430,401.83,402.91,401.535,696
395.91,68021750,399.09,400.81,395.11,697
395.23,52310040,396.05,397.3,393.3,698
407.68,144566700,395.49,407.68,393.48,699
407.38,76398170,408.77,410,404.75,700
406.91,85342730,402.25,407.86,402.14,701
399.59,77289820,403.95,404.93,398.17,702
393.83,77972220,399.42,399.99,391.64,703
393.16,65927900,392.94,395.64,391.97,704
396.24,60737910,395.14,397.36,393.2684,705
393.28,81447730,394.94,397.62,393.15,706
398.95,75405840,394.11,398.95,393.412,707
401.97,123782500,410.22,410.49,399.07,708
399.4,108111300,401.61,405.5,396.31,709
389.63,117705900,394.3,395.25,387.885,710
383.27,119858000,385.18,386.575,381.04,711
380.02,79878100,383.47,383.82,378.28,712
380.54,74427240,379.23,382.23,377.85,713
386.23,78167370,383.25,387.41,382.69,714
380.72,100120900,383.05,386.2134,374.77,715
382.91,59857330,379.65,383.06,378.03,716
381.4,51638180,382.79,383.15,379.65,717
376.66,70911520,381.33,383.39,376.42,718
383.44,66970880,379.63,384.35,379.08,719
382.43,84022210,380.64,382.58,378.43,720
380.82,74850730,384.37,386.43,377.831,721
383.76,85934100,383.18,385.88,380,722
379.38,76970460,381.72,381.84,378.76,723
388.08,104189600,382.61,389.25,379.4127,724
387.86,73978070,390.37,393.7,387.67,725
390.58,65358090,387.25,390.65,386.27,726
395.52,68881080,392.23,395.6,391.38,727
396.96,90157700,396.67,398.485,392.42,728
398.5,63903930,393.62,399.1,393.34,729
397.77,62677280,398.48,400.23,397.06,730
391.49,99632260,399.01,400.12,391.28,731
388.64,86958920,389.36,391.08,387.26,732
395.88,91806360,390.1,396.04,388.38,733
400.63,84178800,396.72,402.645,395.72,734
400.2,59524910,398.88,401.15,397.64,735
400.35,84800250,395.95,400.7,393.56,736
404.75,72287430,403.13,404.92,400.03,737
405.68,68346180,403.655,408.16,403.44,738
400.59,74202020,402.8,405.13,400.28,739
406.48,86811790,401.13,406.53,400.77,740
410.8,101459200,405.211,413.67,402.35,741
416.78,101654500,414.86,418.31,412.88,742
412.35,94736780,411.59,416.97,411.09,743
409.83,60295330,409.79,411.29,408.1,744
415.19,90990750,408.87,416.49,407.57,745
410.65,76227460,413.13,414.53,409.93,746
407.09,78694860,414.41,414.57,405.81,747
408.04,70769720,405.86,408.44,405.01,748
412.83,64913540,408.72,412.97,408.24,749
412.64,88389310,411.24,415.05,408.511,750
413.98,61685280,410.35,414.06,409.47,751
408.28,76431470,408.79,412.91,408.14,752
407.26,89257820,406.06,407.51,404.05,753
399.09,82655920,403.06,404.16,398.82,754
398.54,83742290,399.52,401.13,397.02,755
400.66,96242400,401.56,402.2,396.25,756
396.38,108194400,395.42,397.25,393.64,757
397.73,80444740,399.87,401.29,396.75,758
396.26,96438570,397.23,399.28,396.15,759
394.74,99706820,395.41,396.69,393.38,760
397.81,85404730,392.68,398.69,392.33,761
404.19,90119950,399.71,404.45,399.03,762
404.47,72795950,405.05,407.45,404.01,763
398.27,108310600,404.42,404.67,397.625,764
398.92,74746630,398.39,399.71,396.59,765
391.56,111945300,399.74,401.48,390.53,766
385.91,189253000,390.99,393.16,384.32,767
385.36,157790000,381.81,390.39,380.65,768
391.73,149752400,390.5,393.45,387.05,769
389.28,172996900,385.89,389.49,383.71,770
396.11,143753900,386.82,396.47,386.29,771
389.99,140553400,393.22,394.4,388.55,772
393.74,93055780,390.8,394.17,390.07,773
398.91,91524250,397.24,399.41,395.58,774
392.11,111746600,398.73,402.49,392.07,775
393.17,119351300,395.09,399.29,390.35,776
395.75,107770100,391.841,395.84,389.4,777
396.49,74010410,398.12,398.92,395.56,778
395.6,62871680,395.77,396.49,393.69,779
401.35,77497880,399.925,401.6,398.68,780
403.7,69840050,404.09,404.35,401.76,781
409.39,112062600,404.66,409.7,404.55,782
410.95,67391100,408.85,411.37,408.44,783
408.67,66601530,411.62,411.92,407.24,784
407.6,65200240,407.91,408.7,405.88,785
409.19,63743350,406.77,409.48,405.678,786
409.61,63681040,406.61,409.69,405.97,787
409.72,59297950,410.26,411.18,408.92,788
408.05,86420380,411.87,412.17,407.44,789
413.47,85814750,409.18,413.84,407.9922,790
412.46,78161500,412.81,415.09,410.06,791
413.94,66436400,412.37,413.96,411.085,792
414.21,63560000,415.58,415.72,412.7802,793
414.14,55227330,412.22,415.08,412.16,794
411.88,75840360,411.21,413.7,410.27,795
412.2,73457420,412.19,412.68,410.17,796
412.63,64332100,411.99,413.07,410.6,797
406.08,97766720,410.58,411.16,406.02,798
404.36,80447050,406.72,407.84,403.78,799
412.41,92968370,407,412.69,406.74,800
415.93,89433140,411.49,415.94,411.43,801
415.51,62122250,415.47,417.62,415.265,802
410.84,103998500,414.77,414.82,407.82,803
408.02,91531770,411.36,413.87,407.77,804
405.13,94901860,406.93,407.27,403.74,805
412.63,87891790,408.91,413.72,408.64,806
412.74,50046770,412.97,413.24,411.28,807
410.93,49220120,411.13,412.09,410.6894,808
412.85,96142920,413.88,414.535,408.87,809
412.13,70157060,411.95,412.43,409.97,810
411.59,70481550,413.42,413.64,409.07,811
413.01,54289380,412.22,413.43,410.23,812
410.25,57705500,411.86,412.815,410.24,813
415.23,87286960,412.35,415.855,410.635,814
419.23,97177200,414.9,419.67,414.67,815
418.62,103793300,420.17,420.72,417.35,816
418.79,60745400,418.64,420.39,417.35,817
414.09,86383490,417.08,418.722,413.68,818
411.09,89213680,412.42,412.82,409.8795,819
414.65,90961610,414.74,416.16,412.4101,820
420.02,93829980,415.33,420.77,415.25,821
420.18,72215960,422.03,422.58,418.735,822
417.85,110811800,418.28,419.22,416.22,823
421.82,88865020,418.09,422.92,416.79,824
427.92,91426170,424.5,428.74,423.95,825
427.1,65460160,428.28,429.62,426.37,826
428.03,64022180,426.67,428.5772,425.99,827
426.55,85373280,428.44,429.62,426.11,828
429.13,61952840,426.62,429.6,425.82,829
429.9,85647270,429.96,431.99,428.87,830
433.8,76256700,430.92,433.88,430.17,831
436.66,95899700,435.32,437.33,434.63,832
437.18,100612100,437.01,439.0612,433.59,833
442.6,110303100,436.33,443.9,436.23,834
439.46,114165800,443.02,443.6078,438.97,835
437.18,76160360,437.45,438.37,435.03,836
434.94,76982250,436.16,436.99,434.33,837
436.51,70637180,433.95,436.62,433.6,838
433.21,92074540,432.93,435.06,432.47,839
431.44,72823560,432.62,434.61,431.19,840
436.17,72813700,432.35,436.81,431.88,841
436.39,75635980,435.05,437.44,434.41,842
438.11,67882300,435.96,438.28,435.54,843
443.28,104964000,441.44,444.3,441.11,844
443.79,32793380,442.92,444.08,442.63,845
443.13,58418430,441.91,443.889,441.9,846
439.66,80658300,439.42,440.1,437.06,847
438.55,86134180,438.63,442.64,438.3,848
439.66,62443500,438.18,439.84,437.585,849
442.46,64463750,440.45,442.97,439.44,850
446.02,91924530,446.39,447.4799,444.91,851
449.56,72425240,447.9,450.38,447.45,852
449.28,69815820,450.475,451.36,448.49,853
450.84,52680220,449.13,451.93,449.08,854
454.19,80744450,450.5,454.86,450.0484,855
455.2,65891690,455.01,456.43,454.1119,856
452.18,70591640,454.17,455.1,451.44,857
452.18,71275620,453.96,454.165,452.17,858
454.2,54023380,453.37,455.04,452.298,859
455.44,55191240,453.92,456.735,453.87,860
455.51,71052890,454.47,456.99,453.38,861
452.49,92194380,459.02,459.44,451.55,862
456.92,80011790,455.88,457.78,452.4918,863
457.79,62040450,457.41,458.16,456.045,864
456.48,55502200,456.27,457.25,455.49,865
450.13,93933370,453.25,453.52,449.3499,866
448.84,64419690,448.04,450.79,447.37,867
446.81,100128900,450.72,452.895,446.27,868
450.71,58357460,448.71,450.865,447.99,869
448.75,71361320,448.08,450.6952,445.2705,870
445.75,78789580,449.03,449.1999,444.96,871
445.91,93005500,448.19,451.7,444.7,872
445.65,68690900,443.97,446.7007,443.345,873
448.11,47867440,444.7,448.11,444.38,874
442.89,75707530,446.27,446.64,442.3,875
439.64,80107210,442.46,444.18,439.53,876
436.29,95711320,441.16,441.43,435.75,877
436.5,98851960,433.37,437.57,433.01,878
439.34,68718960,437.55,440.11,435.32,879
438.15,65062860,441.18,441.18,437.57,880
443.03,68441020,439.25,443.67,439.1,881
436.89,88517270,444.69,445.22,436.855,882
439.97,102325100,438.68,441.3,435,883
442.76,61595390,442.24,443.4,439.9728,884
449.16,83081920,442.65,449.45,442.46,885
451.01,69053910,449.51,451.67,448.78,886
450.35,66084560,451.65,452.83,450.16,887
451.19,58944100,453.17,453.67,449.68,888
449.24,55166210,450.73,451.06,449.17,889
446.22,70758510,448.4,448.51,443.81,890
444.85,70355430,443.11,445.55,442.75,891
445.52,62068440,444.9,447.11,444.53,892
448.45,60180120,448.24,448.77,446.4699,893
445.99,67565420,446.95,448.53,445.39,894
446.51,60199270,446.22,447.71,445.0793,895
450.36,83430810,449.07,451.08,447.715,896
443.37,111848900,447.14,447.48,442.92,897
443.63,55752210,443.05,444.97,442.56,898
442.71,66514650,442.68,443.29,439.94,899
438.64,82562600,444.01,444.435,438.43,900
431.39,104095800,435.7,435.97,431.23,901
430.42,100829700,432.45,434.1,429.99,902
432.23,70874530,429.17,432.27,428.72,903
425.88,96168440,429.09,429.82,425.02,904
426.05,104705800,427.09,427.67,422.29,905
428.52,92258310,425.48,430.2499,424.87,906
427.48,115111300,431.67,431.85,425.91,907
427.31,83798600,426.62,428.6,424.46,908
421.59,103760600,425.06,427.3729,420.18,909
424.66,87452970,422.07,425.4299,420.56,910
424.5,70142740,424.36,425.37,421.1701,911
429.54,113273300,421.97,431.125,420.6,912
432.29,80374360,427.58,432.88,427.0101,913
434.54,78607270,432.94,437.22,432.53,914
436.32,62451740,435.64,436.58,433.18,915
433.66,81154230,436.95,437.335,431.23,916
431.5,95201130,435.21,436.45,429.88,917
436.04,75433190,433.82,437.14,433.57,918
436.02,75324710,432.81,438.14,432.45,919
430.21,93559800,434.19,435.18,429.09,920
426.43,121323000,430.95,432.82,425.725,921
421.19,123919900,425.98,426.54,421.08,922
420.46,92035100,419.61,424.45,417.8,923
423.63,78564240,422.65,424.82,420.74,924
417.55,94223200,421.89,421.92,417.015,925
412.55,115156800,416.45,417.325,411.6,926
410.68,107367700,414.19,414.6,409.21,927
415.59,86562680,413.56,416.68,412.22,928
418.2,79665150,416.18,418.53,414.21,929
422.66,98068120,419.2,423.5,418.6499,930
430.76,94938910,426.58,430.915,426.56,931
434.69,100167800,433.14,436.29,433.01,932
435.69,67831660,435.47,436.1498,433.68,933
436.93,64256110,435.69,437.585,434.51,934
437.25,61746030,437.55,438.09,434.87,935
433.84,83174420,438.43,438.47,433.4,936
440.61,89558050,435.98,440.93,433.8335,937
440.19,52236070,439.23,441.33,438.42,938
448.73,97176940,446.32,450.06,446.09,939
449.68,77327570,450.11,451.38,448.8,940
450.23,66665800,449.22,450.56,448.12,941
450.79,83193900,450.24,451.42,449.29,942
454.26,70055630,450.53,455.125,450.52,943
453.27,49244640,453.1842,454.131,451.9599,944
455.02,59446570,454.98,456.38,453.8895,945
455.3,29737380,455.07,455.5,454.73,946
454.48,50505990,454.65,455.4901,454.0799,947
454.93,62115010,454.08,456.27,453.5,948
454.61,63145990,457.15,458.32,454.2,949
456.4,79752700,455.48,456.76,453.34,950
459.1,89183400,455.77,459.65,455.16,951
456.69,72430890,455.6,459.1206,454.34,952
456.6,69793470,455.26,457.59,454.87,953
454.76,69124690,458.81,458.84,454.31,954
458.23,66995450,456.91,458.9,456.29,955
460.2,83194400,457.46,460.745,457.21,956
461.99,65002250,459.69,462.17,459.47,957
464.1,68327620,461.63,464.2,460.6,958
470.5,93277960,464.49,470.7599,464.12,959
472.01,119026000,472.5,473.73,469.25,960
469.33,141553700,469.49,470.7,467.4263,961
471.97,70375290,470.98,472.98,469.8929,962
474.84,55761810,472.53,474.92,472.45,963
468.26,102921000,473.96,475.895,467.82,964
472.7,86667470,471.33,472.975,468.84,965
473.65,67160420,473.86,475.38,471.7,966
475.65,55386950,474.07,476.58,473.99,967
476.51,68000310,475.44,476.66,474.89,968
476.69,77158120,476.88,477.55,476.26,969
475.31,122283100,476.49,477.03,473.3,970
472.65,123007800,472.16,473.67,470.49,971
468.79,103585900,470.43,471.19,468.17,972
467.28,84232170,468.3,470.96,467.05,973
467.92,86118910,467.49,470.44,466.43,974
474.6,74879070,468.43,474.75,468.3,975
473.88,65931440,471.87,474.93,471.35,976
476.56,67310640,474.16,477.4481,473.87,977
476.35,77940720,477.59,478.12,472.26,978
476.68,58026420,477.84,478.6,475.23,979
474.93,85014870,475.26,476.6098,473.06,980
472.29,68843870,471.82,472.79,469.87,981
476.49,91856250,474.01,477.06,472.42,982
482.43,110834500,477.65,482.72,476.5374,983
483.45,75844930,484.01,485.22,482.78,984
484.86,49945300,484.01,485.105,482.89,985
485.39,81765040,487.81,488.77,484.8819,986
488.03,72524990,487.575,488.305,485.39,987
487.41,76641610,487.59,489.12,486.54,988
491.27,61322750,487.73,491.415,487.17,989
490.89,58618390,490.56,491.62,490.11,990
482.88,126011100,488.62,489.0813,482.86,991
489.2,91891640,484.63,489.23,483.8,992
494.35,99228190,489.65,496.05,489.3,993
492.55,75757100,493.695,494.3778,490.23,994
493.98,55918600,493.52,494.32,492.05,995
498.1,70556510,496.29,498.53,495.36,996
498.32,52343640,498.1,498.71,497.26,997
501.2,63979380,498.84,501.65,498.49,998
500.98,56502280,501.17,503.5,500.24,999
494.08,113099200,494.53,497.09,490.715,1000
498.57,68387830,496.79,499.07,494.4,1001
502.01,61682960,499.29,502.2,498.795,1002
499.51,75532930,501.7,502.87,498.75,1003
496.76,71736740,497.72,498.41,494.45,1004
497.21,59603770,495.42,497.37,493.56,1005
507.5,76402540,504.01,508.49,503.02,1006
507.85,61321820,509.27,510.13,507.1,1007
505.99,50386740,508.3,508.75,505.86,1008
506.93,48854530,506.7,507.16,504.75,1009
506.26,56506630,505.33,506.855,504.96,1010
508.08,83924800,508.07,509.74,505.35,1011
512.85,76844840,508.98,513.29,508.56,1012
512.3,49799260,512.03,514.2,512,1013
507.18,72855620,510.24,510.7,504.91,1014
509.75,68382370,510.55,512.069,508.42,1015
514.81,58652090,513.14,515.89,509.8053,1016
511.72,86532540,515.46,518.2201,511.13,1017
511.28,62557180,510.48,511.88,508.5,1018
516.78,73114440,513.45,517.38,510.86,1019
515.97,55104090,517.11,517.29,514.49,1020
514.95,110171800,516.97,517.125,511.82,1021
509.83,107646300,510.21,511.7,508.122,1022
512.86,88893330,514,515.48,512.44,1023
515.71,60755260,512.15,515.995,511.12,1024
520.48,69594570,515.77,520.62,515.08,1025
522.2,60256110,523.39,524.11,521.91,1026
521.21,79070840,522.11,522.605,520.97,1027
519.77,48512110,519.8,520.95,519.61,1028
518.81,65463740,521.23,521.58,518.4,1029
523.17,82999780,521.71,523.21,519.485,1030
523.07,96294890,523.21,524.61,522.78,1031
522.16,62477540,523.83,524.38,520.97,1032
518.84,74230310,518.24,518.98,516.48,1033
519.41,59155760,517.72,520.95,517.665,1034
513.07,96858070,523.52,523.8674,512.755,1035
518.43,74546480,514.46,520.44,514.01,1036
518.72,48401750,519.15,520.18,517.89,1037
519.32,68124390,520.5,520.75,514.35,1038
514.12,82652810,513.48,516.16,512.09,1039
518,70099010,515.68,519.48,512.08,1040
510.85,92561090,514.37,515.815,509.08,1041
504.45,92101450,515.13,515.3,503.58,1042
503.53,73484020,504.94,506.5,502.21,1043
500.55,75910310,506.05,506.22,499.12,1044
499.52,74548090,501.98,504.13,498.56,1045
495.16,102212600,499.44,500.455,493.86,1046
499.72,67961050,497.83,502.38,495.43,1047
505.65,64633620,501.78,506.09,499.5328,1048
505.41,55928080,506.56,507.37,503.13,1049
503.49,69122370,499.18,504.27,497.49,1050
508.26,64306120,506.35,509.88,505.7,1051
510.06,46415450,510.09,510.75,507.25,1052
501.98,77483570,508.56,509.56,501.98,1053
500.35,80242840,501.38,508.19,499.865,1054
505.03,62550180,504.15,505.89,499.55,1055
511.29,72756710,511.16,512.55,508.56,1056
516.57,47264700,513.75,516.61,513.3,1057
517.14,52561300,517.56,518.57,516.45,1058
517.19,42047210,515.26,517.74,515.14,1059
520.17,43643670,517.38,520.2074,516.705,1060
520.84,52233170,521.81,522.635,519.59,1061
520.91,36716360,522.56,522.67,519.74,1062
523.3,57535870,521.11,523.83,520.56,1063
529.78,59504900,525.83,530.08,525.18,1064
528.69,50244830,529.88,531.5218,528.54,1065
529.45,59187590,528.81,529.52,527.32,1066
530.06,37764210,529.57,531.5601,529.17,1067
531.36,33437000,529.28,531.52,529.07,1068
529.83,48389970,530.65,531.38,527.6,1069
525.96,57211200,532.96,533.07,524.72,1070
529.44,41291080,527.85,530.27,526.881,1071
529.81,36269600,530.27,530.51,527.11,1072
526.1,45190320,525.68,527.31,525.37,1073
522.61,46468510,524.52,525.2,521.33,1074
527.37,90785760,523.59,527.5,518.36,1075
527.8,46835700,529.02,529.31,522.6,1076
528.39,34632660,526.46,529.15,524.96,1077
534.67,47610370,530.77,534.69,528.7254,1078
534.66,30808530,534.98,535.42,532.68,1079
534.01,43224530,533.66,536.89,532.535,1080
535.66,35729250,533.18,535.99,532.57,1081
536.95,36383410,534.07,537.01,532.05,1082
541.36,63251310,541.63,544.12,540.3,1083
542.45,44760950,543.15,543.325,539.59,1084
542.78,40089900,540.88,542.81,539.85,1085
547.1,55839460,542.08,548.53,541.6072,1086
548.49,41376420,547.16,548.62,546.73,1087
547,70328230,549.44,550.12,545.18,1088
544.51,64513860,544.4,545.65,543.02,1089
542.74,45528650,544.33,546.95,542.62,1090
544.83,38273350,543.99,545.2,542.44,1091
545.51,38550640,543.69,546.24,543.03,1092
546.37,35041480,545.37,546.96,544.61,1093
544.22,76144540,547.16,550.28,542.95,1094
545.34,40297810,545.63,545.88,542.52,1095
549.01,40434790,543.7,549.01,543.65,1096
551.46,32789910,548.69,551.83,548.65,1097
554.64,41488390,551.77,555.05,551.12,1098
555.28,36110450,555.44,556.2501,554.19,1099
555.82,27314130,556.26,557.18,555.52,1100
561.32,38701220,557.07,561.67,556.77,1101
556.48,53054180,561.44,562.33,555.83,1102
559.99,53084410,557.63,563.67,557.15,1103
561.53,40584290,562.03,564.8371,559.63,1104
564.86,36475260,562.865,565.16,562.1,1105
556.94,57118960,558.8,560.51,556.61,1106
552.66,56270390,558.51,559.52,550.43,1107
548.99,65509080,552.42,554.08,547.91,1108
554.65,43346720,553,555.27,551.02,1109
553.78,34439560,554.54,556.735,553.275,1110
541.23,74515270,548.86,549.17,540.29,1111
538.41,61158290,541.35,547.455,537.45,1112
544.44,53763790,542.28,547.19,541.49,1113
544.76,39515820,546.02,547.05,542.72,1114
542,46853630,546.26,547.34,538.515,1115
550.81,65663390,548.98,553.5,547.5799,1116
543.01,76428730,552.57,554.8688,539.43,1117
532.9,82789070,535.75,536.99,528.6,1118
517.38,146267400,511.64,523.58,510.27,1119
522.15,84826310,519.22,529.75,517.87,1120
518.66,70698340,528.47,531.59,518.0519,1121
530.65,63276590,523.91,531.29,521.84,1122
532.99,45619560,529.81,534.51,528.56,1123
533.27,42542070,534.21,535.73,530.95,1124
542.04,52333070,536.53,542.28,536.28,1125
543.75,42446930,542.85,544.96,540.12,1126
553.07,60846810,549.5,553.36,548.88,1127
554.31,44430730,551.42,555.02,551.26,1128
559.61,39121790,554.73,559.61,553.86,1129
558.7,33732260,559.15,560.84,557.325,1130
560.62,41514600,559.77,562.11,554.73,1131
556.22,56121460,562.56,563.18,554.98,1132
562.13,50639390,559.53,563.09,557.29,1133
560.79,35788610,563.18,563.91,559.05,1134
561.56,32693900,559.49,562.06,558.32,1135
558.3,41066020,561.21,561.65,555.04,1136
558.35,38715180,560.31,563.68,557.18,1137
563.68,62700110,560.77,564.2,557.14,1138
552.08,60600110,560.47,560.81,549.51,1139
550.95,47224940,550.2,554.43,549.46,1140
549.61,44264260,550.89,553.7995,547.1,1141
540.36,68493810,549.94,551.6,539.44,1142
546.41,40445820,544.65,547.71,542.68,1143
548.79,36394580,548.36,549.15,543.38,1144
554.42,75248610,548.7,555.36,539.96,1145
559.09,51892740,555.01,559.4,552.74,1146
562.01,39310500,559.71,563.03,559.45,1147
562.84,36656120,561.74,563.11,559.9,1148
563.07,49320970,565.1,566.58,560.795,1149
561.4,59044940,563.74,568.69,560.83,1150
570.98,75315470,571.01,572.88,568.08,1151
568.25,77503110,567.84,569.31,565.17,1152
569.67,44116920,569.34,570.3325,568.1,1153
571.3,46805670,570.48,571.36,567.6,1154
570.04,38428590,571.14,571.89,568.91,1155
572.3,48336000,574.38,574.71,569.9,1156
571.47,42100930,573.39,574.22,570.42,1157
573.76,63655450,570.42,574.38,568.08,1158
568.62,72668780,573.4,574.0622,566,1159
568.86,38097800,567.71,569.9,565.27,1160
567.82,40846470,567.36,569.8025,565.49,1161
572.98,43005190,572.35,573.36,568.1,1162
567.8,49964690,571.3,571.9599,566.63,1163
573.17,37398690,570.42,573.78,569.5299,1164
577.14,37912240,573.16,577.71,572.55,1165
576.13,44138060,575.77,577.58,574.49,1166
579.58,42267990,576.05,580.33,575.91,1167
584.32,36217220,581.22,585.27,580.73,1168
579.78,54203640,584.59,584.9,578.545,1169
582.3,30725440,579.78,582.83,578.96,1170
582.35,34393710,585.91,586.12,582.16,1171
584.59,37416800,584.07,585.39,582.58,1172
583.63,36439010,583.85,584.85,580.6001,1173
583.32,34183840,581.05,584.5,580.38,1174
577.99,49314570,581.26,581.7086,574.415,1175
579.24,34979860,579.98,580.06,576.57,1176
579.04,47268180,581.51,584.46,578.08,1177
580.83,30174700,582.58,582.71,580.52,1178
581.77,42899660,579.85,582.907,578.43,1179
580.01,41435840,581.29,583.32,579.29,1180
568.64,60182450,575.56,575.63,568.44,1181
571.04,45667530,571.32,575.55,570.62,1182
569.81,38216980,571.18,572.5,567.89,1183
576.7,39478320,570.74,576.74,570.52,1184
591.04,68181970,589.2,591.93,585.39,1185
595.61,47233210,593.08,596.65,592.9999,1186
598.19,46444890,596.17,599.64,596.165,1187
598.76,37586770,599.81,600.17,597,1188
596.9,43006130,598.68,599.29,594.37,1189
597.19,47388640,597.37,599.23,594.96,1190
593.35,38904110,597.32,597.81,592.65,1191
585.75,75988770,589.72,590.2,583.86,1192
588.15,37084080,586.22,589.49,585.34,1193
590.3,49412050,584.71,591.045,584.03,1194
590.5,50032580,590.38,590.79,584.63,1195
593.67,46750290,593.4,595.12,587.45,1196
595.51,38226390,593.66,596.15,593.1525,1197
597.53,42441390,599.52,600.86,595.2,1198
600.65,45621290,598.8,601.33,598.07,1199
598.83,34000160,600.46,600.85,597.28,1200
602.55,30177350,599.66,603.35,599.3805,1201
603.63,31745990,602.97,604.32,602.47,1202
603.91,26906630,603.39,604.16,602.341,1203
607.66,42787560,605.63,607.91,604.95,1204
606.66,28762180,607.66,608.48,606.305,1205
607.81,31241550,607.44,609.07,607.02,1206
604.68,34742740,607.69,607.86,604.08,1207
602.8,37234520,605.37,605.8,602.13,1208
607.46,28677720,605.78,608.435,605.5,1209
604.33,31543810,606.58,607.16,604.33,1210
604.21,35904730,606.4,607.13,602.81,1211
606.79,43695180,606,607.7795,605.21,1212
604.29,55773550,604.19,605.17,602.885,1213
586.28,108248700,603.98,606.405,585.89,1214
586.1,85919450,591.36,593,585.85,1215
591.15,125716700,581.77,595.75,580.91,1216
594.69,57635830,590.89,595.3,587.661,1217
601.3,33160100,596.06,601.34,595.47,1218
601.34,41338890,599.5,602.48,598.0825,1219
595.01,64969310,597.54,597.7761,590.7647,1220
588.22,56578760,587.89,591.74,584.41,1221
586.08,57052650,589.905,590.6399,584.42,1222
584.64,50203980,589.39,591.13,580.5,1223
591.95,37888460,587.53,592.6,586.43,1224
595.36,47679440,596.27,599.7,593.6,1225
588.63,60393050,597.42,597.75,586.78,1226
589.49,47304670,588.7,590.5799,585.195,1227
580.49,73105050,585.88,585.95,578.55,1228
581.39,47910060,575.77,581.75,575.35,1229
582.19,48420580,584.36,585,578.35,1230
592.78,56900160,590.325,593.94,589.195,1231
591.64,43319660,594.175,594.35,590.93,1232
597.58,58070630,596.96,599.36,595.61,1233
603.05,42532850,600.67,603.06,598.67,1234
606.44,48195970,605.92,607.82,605.36,1235
609.75,41152100,605.8,609.75,605.52,1236
607.97,34604690,609.81,610.78,606.8,1237
599.37,70361130,594.81,599.69,594.64,1238
604.52,44433320,600.62,605.37,597.25,1239
